stt,match_ids,by,item_type,foody_item,catid,is_category_failed,name 
41,11035898,relevancy,1,,100642,False,Hồ Chí Minh [Voucher giấy] Triệt Lông Vĩnh Viễn Opt công nghệ mới nhất(10 Lần tặng 10 lần bảo hành)Tại Kama Home spa
42,11035898,relevancy,1,,100642,False,[Mã BMBAU50 giảm 7% tối đa 50K đơn 99K] [Toàn quốc] E-voucher K+ app - Gói Gắn Kết thời hạn 1 tháng
43,11035898,relevancy,1,,100642,False,Hà Nội [E-Voucher] Vé Sân Trượt Băng Vincom Hà Nội - Áp Dụng Thứ 2 - Thứ 6
44,11035898,relevancy,1,,100642,False,Thẻ Nạp Vina 50k - C3TEK STORE
45,11035898,relevancy,1,,100642,False,[Mã BMBAU50 giảm 7% tối đa 50K đơn 99K] Toàn quốc [E-Voucher] Bảo hiểm TNDS xe máy bắt buộc - Bảo Hiểm Quân Đội MIC
46,11035898,relevancy,1,,100642,False,"Monkey Junior - Toàn quốc [E-voucher] -Voucher Mã học phần mềm Tiếng Anh (Trọn đời, 2 năm, 1 năm)"
47,11035898,relevancy,1,,100642,False,Thẻ nạp Viettel 20k ( siêu nhanh 5 phút )
48,11035898,relevancy,1,,100642,False,Toàn quốc-[Evoucher] Siêu sale khóa học Toán VioEdu
49,11035898,relevancy,1,,100642,False,Hồ Chí Minh [Voucher] - Gói 1 Lần Cạo Vôi Răng & Đánh Bóng Tại Nha Khoa Thẩm Mỹ Hồng Ân
50,11035898,relevancy,1,,100642,False,Mã Thẻ cào Viettel 20k ( nhận mả thẻ + seri )
51,11035898,relevancy,1,,100642,False,Hà Nội [Voucher] Vé tham quan Đài Quan Sát LOTTE
52,11035898,relevancy,1,,100642,False,Thẻ nạp viettel 50k
53,11035898,relevancy,1,,100642,False,Thẻ nạp Quảng Cáo Shopee - 50.000 VNĐ
54,11035898,relevancy,1,,100642,False,TOÀN QUỐC [Voucher giấy] Bảo Hiểm Bắt Buộc Trách Nhiệm Dân Sự Xe Ô Tô 11 Chỗ Trở Xuống - GIC
55,11035898,relevancy,1,,100642,False,Thẻ Cào Mobifone 100k / Mobi
56,11035898,relevancy,1,,100642,False,Thẻ Cào Mobifone 50K Siêu Rẻ
57,11035898,relevancy,1,,100642,False,Thẻ nạp điện thoại Vietnammobile 500.000 đ
58,11035898,relevancy,1,,100642,False,Thẻ Viettel 100k
59,11035898,relevancy,1,,100642,False,Hồ Chí Minh [Voucher giấy] Lấy nhân mụn chuyên sâu tại Kama Home Spa
60,11035898,relevancy,1,,100642,False,Toàn Quôc [Evoucher] Phiếu quà tặng Phúc Long trị giá 50.000 VND
61,11035898,relevancy,1,,100642,False,Thẻ cào Viettel 200k
62,11035898,relevancy,1,,100642,False,Thẻ nạp vina 50k
63,11035898,relevancy,1,,100642,False,"thẻ viettel 50k- Thanh toán thuê bao trả trước, trả sau, internetvietetl."
64,11035898,relevancy,1,,100642,False,[INTERNET] Thẻ Nạp Viettel 100K - C3TEK STORE
65,11035898,relevancy,1,,100642,False,Toàn quốc [Evoucher] Phiếu quà tặng mua sản phẩm Combo A tại LOTTERIA
66,11035898,relevancy,1,,100642,False,Thẻ Cào Mobifone 200k / Mobi
67,11035898,relevancy,1,,100642,False,[INTERNET] Thẻ Nạp Viettel 50K - C3TEK STORE
68,11035898,relevancy,1,,100642,False,Thẻ nạp Vina 100k
69,11035898,relevancy,1,,100642,False,Thẻ Nạp Viettel 300K - C3TEK STORE
70,11035898,relevancy,1,,100642,False,Thẻ cào Viettel 200.000đ Chiết Khấu Cao
71,11035898,relevancy,1,,100642,False,HCM [E-voucher] - GIẢM 50K tất cả dịch vụ Chăm sóc giày tại EXTRIM SHOE CARE & MORE
72,11035898,relevancy,1,,100642,False,Thẻ Nạp Viettel 500K - C3TEK STORE
73,11035898,relevancy,1,,100642,False,HN [Voucher] - Nâng cơ trẻ hóa chuyên sâu/ Chăm sóc da chuyên sâu Tinh Tế Beauty Clinic & Spa
74,11035898,relevancy,1,,100642,False,Thẻ điện thoại Mobi/Mobifone 100k
75,11035898,relevancy,1,,100642,False,Thẻ cào Mobi 100.000đ
76,11035898,relevancy,1,,100642,False,"Monkey Stories Toàn quốc [E-voucher]-Voucher Mã học phần mềm tiếng Anh (Trọn đời, 1 năm, 6 tháng)"
77,11035898,relevancy,1,,100642,False,Nạp thẻ viettel 50k
78,11035898,relevancy,1,,100642,False,Thẻ điện thoại Viettel 100k
79,11035898,relevancy,1,,100642,False,Thẻ cào Viettel 50.000đ Chiết Khấu Cao
80,11035898,relevancy,1,,100642,False,Thẻ cào Viettel 100k
81,11035898,relevancy,1,,100642,False,Thẻ cào Mobi 200.000đ Chiết Khấu Cao
82,11035898,relevancy,1,,100642,False,Nạp thẻ Viettel 100k
83,11035898,relevancy,1,,100642,False,Thẻ nạp Viettel 20k ( nạp siêu nhanh 1-10 nạp  xong )
84,11035898,relevancy,1,,100642,False,Thẻ nạp Mobifone 50k
85,11035898,relevancy,1,,100642,False,Thẻ Nạp Viettel 20K - C3TEK STORE
86,11035898,relevancy,1,,100642,False,Toàn Quốc [E-Voucher] Prudential - Bảo hiểm PRU-Nhiệt Đới - Gói Cơ Bản
87,11035898,relevancy,1,,100642,False,Thẻ điện thoại MOBI/MobiFone 200k
88,11035898,relevancy,1,,100642,False,"Thẻ Mobifone 100k-Thanh toán trả trước, trả sau-Yêu cầu OTP mobinext"
89,11035898,relevancy,1,,100642,False,Toàn quốc [E-Voucher] Prudential - Bảo hiểm PRU-Vui Sống - gói Nâng cao [nhóm tuổi 18-30]
90,11035898,relevancy,1,,100642,False,Thẻ nạp Vina 100k
91,11035898,relevancy,1,,100642,False,Thẻ Viettel 10k
92,11035898,relevancy,1,,100642,False,"Toàn quốc - [Evoucher] - Phần mềm tiếng Anh ELSA Speak Pro (6 tháng, 1 năm, 2 năm, TRỌN ĐỜI)"
93,11035898,relevancy,1,,100642,False,Thẻ nạp Mobifone 200k
94,11035898,relevancy,1,,100642,False,"Kids up Toàn quốc [E-voucher] - Voucher mã học GIÁO DỤC SỚM MONTESSORI (Trọn đời, 1 năm)"
95,11035898,relevancy,1,,100642,False,Toàn quốc [Evoucher] Cơm gà Ball Rice Set (1 chicken ball rice + 1 Pepsi M) tại cửa hàng LOTTERIA
96,11035898,relevancy,1,,100642,False,Thẻ nạp Vina 200k
97,11035898,relevancy,1,,100642,False,HCM [E-Voucher] -  Vé tham quan và vui chơi chụp hình tại Bảo Tàng Tranh 3D Artinus
98,11035898,relevancy,1,,100642,False,TOÀN QUỐC [Voucher giấy] - Bảo Hiểm Tai Nạn Người Ngồi Trên Xe Mô Tô/ Xe Gắn Máy - GIC
99,11035898,relevancy,1,,100642,False,Nạp thẻ viettel 200k
0,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Phiếu quà tặng 2 Miếng Gà Rán tại cửa hàng LOTTERIA
1,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Khoai tây lắc tại LOTTERIA
2,11035905,relevancy,1,,100642,False,Toàn Quôc [Evoucher] Phiếu quà tặng Phúc Long trị giá 50.000 VND
3,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Phiếu quà tặng mua sản phẩm Combo A tại LOTTERIA
4,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Cơm gà Ball Rice Set (1 chicken ball rice + 1 Pepsi M) tại cửa hàng LOTTERIA
5,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Phiếu mua sản phẩm Combo C tại cửa hàng LOTTERIA
6,11035905,relevancy,1,,100642,False,HCM [Voucher] Freeship - 02 Cháo Ếch Singapore + 02 Ly Nước tại Hệ Thống Cháo Ếch Merci Res
7,11035905,relevancy,1,,100642,False,HCM [Voucher] Buffet Tokbokki Hàn Quốc cực hấp dẫn tại You+ tất cả các ngày trong tuần
8,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Phiếu quà tặng 01 Cheese Burger + 01 Pepsi tại cửa hàng LOTTERIA
9,11035905,relevancy,1,,100642,False,HCM [Voucher] - Combo 01 phần Cháo Ếch Singapore + 01 Ly Nước Ngọt tại hệ thống Cháo Ếch Merci Res
10,11035905,relevancy,1,,100642,False,HCM [Voucher] 02 Chè Khúc Bạch Thanh Mát tại Hệ Thống Cháo ếch Merci Res
11,11035905,relevancy,1,,100642,False,[Evoucher] - Toàn Quốc Kem ốc quế Mcdonal
12,11035905,relevancy,1,,100642,False,HCM [Voucher] - 01 Phần Cháo ếch + 01 ly Nước tại Cháo Ếch Merci Res
13,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Phiếu quà tặng sử dụng cho chuỗi cửa hàng Golden Gate trị giá 500.000 VNĐ
14,11035905,relevancy,1,,100642,False,DỪA SẤY GIÒN
15,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Phiếu quà tặng Shrimp Burger Set tại cửa hàng LOTTERIA
16,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Phiếu quà tặng sử dụng cho cửa hàng thuộc chuỗi Golden Gate 200.000 VNĐ
17,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Cheese Chicken Set gồm 02 miếng gà sốt phô mai + 01 pepsi (M) tại LOTTERIA
18,11035905,relevancy,1,,100642,False,HCM [Voucher] - Combo 01 phần Cháo Ếch Singapore + 01 phần Chè Khúc Bạch tại Cháo Ếch Merci Res
19,11035905,relevancy,1,,100642,False,Miền Nam [Evoucher] Phiếu quà tặng nhà hàng CHICKEN PLUS trị giá 100.000 VNĐ
20,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Phiếu quà tặng sản phẩm Teriyaki Set gồm 1 burger bò + 1 pepsi tại LOTTERIA
21,11035905,relevancy,1,,100642,False,HCM [Voucher] 04 Voucher Buffet Tokbokki Ăn thả ga tại You+
22,11035905,relevancy,1,,100642,False,Toàn Quôc [Evoucher] Phiếu quà tặng Phúc Long trị giá 100.000 VND
23,11035905,relevancy,1,,100642,False,Toàn quốc [E-Voucher] Phiếu quà tặng The Alley trị giá 30.000 VNĐ
24,11035905,relevancy,1,,100642,False,Toàn quốc [E-Voucher] - Phiếu quà tặng The Alley 100k
25,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] HS Chicken Set gồm 02 miếng gà sốt HS + 01 Pepsi (M) tại LOTTERIA
26,11035905,relevancy,1,,100642,False,HCM [Voucher] - Combo 02 phần Cháo Ếch Singapore + 02 Nước cho 02 ngưới tại hệ thống Cháo Ếch Merci Res
27,11035905,relevancy,1,,100642,False,Miền Nam [Evoucher] Phiếu quà tặng Buffet dành cho 1 nguời trị giá 142.000 VNĐ tại nhà hàng Spicy Box
28,11035905,relevancy,1,,100642,False,HCM [Voucher] - Combo 04 Cháo Ếch Singapore + 04 Nước tại Hệ Thống Cháo Ếch Merci Res
29,11035905,relevancy,1,,100642,False,HCM [Voucher] Buffet Tokbokki Hàn Quốc cực hấp dẫn (Từ T2-T5) tại You+ Cafe
30,11035905,relevancy,1,,100642,False,Miền Nam [Evoucher] Phiếu quà tặng Buffet dành cho 2 nguời trị giá 284.000 VNĐ tại nhà hàng Spicy Box
31,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Phiếu quà tặng sử dụng cho chuỗi cửa hàng Golden Gate trị giá 1.000.000 VNĐ
32,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Phiếu quà tặng Fish Burger Set tại cửa hàng LOTTERIA
33,11035905,relevancy,1,,100642,False,Toàn Quôc [Evoucher] Phiếu quà tặng Phúc Long trị giá 30.000 VND
34,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Phiếu quà tặng 500k dùng tại tất cả các thương hiệu nhà hàng Ẩm Thực hàng đầu hợp tác cùng GIFTPOP
35,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] KFC Combo Gà Rán 2
36,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Cheese Burger Value gồm 01 Burger phô mai + 01 miếng gà + 01 pepsi (M) tại LOTTERIA
37,11035905,relevancy,1,,100642,False,HCM [Voucher] 02 cháo ếch Singapore + 02 Chè Khúc Bạch + 01 Nước Ngọt tại Hệ thống Cháo Ếch Merci Res
38,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Phiếu quà tặng sử dụng cho chuỗi cửa hàng Golden Gate trị giá 100.000 VNĐ
39,11035905,relevancy,1,,100642,False,"Toàn Quốc - [ Evoucher ] - Mệnh giá 100k Áp dụng toàn hệ thống Redsun- Shushi Kei, King BBQ, Takashi BBQ, Thái Express…."
40,11035905,relevancy,1,,100642,False,Combo voucher KFC
41,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Phiếu mua sản phẩm Combo D tại cửa hàng LOTTERIA
42,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Phiếu quà tặng 1000k dùng tại tất cả các thương hiệu nhà hàng Ẩm Thực hàng đầu hợp tác cùng GIFTPOP
43,11035905,relevancy,1,,100642,False,"Hà Nội, Hồ Chí Minh [Evoucher] Phiếu mua hàng Angel-In-Us - Peach Mint Tea (Trà Đào)"
44,11035905,relevancy,1,,100642,False,Rong vụn trộn cơm
45,11035905,relevancy,1,,100642,False,Toàn Quôc [Evoucher] Phiếu quà tặng Phúc Long trị giá 200.000 VND
46,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Phiếu quà tặng 200k dùng tại tất cả các thương hiệu nhà hàng Ẩm Thực hàng đầu hợp tác cùng GIFTPOP
47,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Phiếu quà tặng 100k dùng tại tất cả các thương hiệu nhà hàng Ẩm Thực hàng đầu hợp tác cùng GIFTPOP
48,11035905,relevancy,1,,100642,False,HN [E-Voucher] Trà sữa Pozaa Tea trị giá 30.000đ
49,11035905,relevancy,1,,100642,False,Hà Nội [Evoucher] Phiếu quà tặng trị giá 200.000 VND sử dụng tại nhà hàng JEONBOK
50,11035905,relevancy,1,,100642,False,Toàn quốc [E-Voucher] Phiếu quà tặng The Alley trị giá 200.000 VNĐ
51,11035905,relevancy,1,,100642,False,"HCM [E-voucher] Khách sạn Equatorial 5* - Tiệc lẩu trưa hoặc tối cho 1 người, ăn không giới hạn"
52,11035905,relevancy,1,,100642,False,"Hà Nội, Hồ Chí Minh [Evoucher] Phiếu mua hàng Angel-In-Us - Café Mocha (R)"
53,11035905,relevancy,1,,100642,False,HCM [Evoucher] Phiếu quà tặng 500k áp dụng cho chuỗi nhà hàng Hoàng Yến
54,11035905,relevancy,1,,100642,False,HCM [Evoucher] Phiếu quà tặng 100k áp dụng cho chuỗi nhà hàng Hoàng Yến
55,11035905,relevancy,1,,100642,False,"HCM [E-voucher] Khách sạn Equatorial 5* - Gift Voucher trị giá VND 500,000 dùng cho dịch vụ ăn uống"
56,11035905,relevancy,1,,100642,False,HCM [Evoucher] Phiếu quà tặng 1000k áp dụng cho chuỗi nhà hàng Hoàng Yến
57,11035905,relevancy,1,,100642,False,HCM [Evoucher] Phiếu quà tặng 200k áp dụng cho chuỗi nhà hàng Hoàng Yến
58,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] Phiếu quà tặng Gà HS 1 Miếng tại cửa hàng LOTTERIA
59,11035905,relevancy,1,,100642,False,Toàn quốc [Evoucher] KFC Combo Gà Rán 1
60,11035905,relevancy,1,,100642,False,"Hà Nội, Hồ Chí Minh [Evoucher] Phiếu mua hàng Angel-In-Us - Red Dragon Fruit Tea (Trà trái cây tươi vị Thanh Long)"
61,11035905,relevancy,1,,100642,False,Hồ Chí Minh [Evoucher] - Phiếu quà tặng Cà Phê Đen Đá 100.000 VNĐ
62,11035905,relevancy,1,,100642,False,"Hà Nội, Hồ Chí Minh [Evoucher] Phiếu mua hàng Angel-In-Us - Navel Orange Fruit Tea (Trà trái cây tươi vị Cam Navel)"
63,11035905,relevancy,1,,100642,False,Muối tây ninh
64,11035905,relevancy,1,,100642,False,"HN, HCM [Evoucher] Phiếu quà tặng sử dụng tại chuỗi nhà hàng D1-Concepts (San Fu Lou, Dì Mai, Sorae) trị giá 500.000 VND"
65,11035905,relevancy,1,,100642,False,Hà Nội [Evoucher] Phiếu quà tặng áp dụng thanh toán hóa đơn ăn uống tại Nhà hàng Grille6 trị giá 500.000 VNĐ
66,11035905,relevancy,1,,100642,False,Hà Nội [Evoucher] Phiếu quà tặng trị giá 1.000.000 VND sử dụng tại nhà hàng JEONBOK
67,11035905,relevancy,1,,100642,False,"Hồ Chí Minh, Hà Nội [Evoucher] Phiếu quà tặng cửa hàng Cộng Cà Phê trị giá 50.000 VNĐ"
68,11035905,relevancy,1,,100642,False,Hà Nội [E-Voucher] Buffet nướng lẩu Hàn Quốc sang chảnh tại nhà hàng Sajang BBQ - Menu 390k (DT)
69,11035905,relevancy,1,,100642,False,Toàn Quốc [E-Voucher] Trà sữa Pozaa Tea trị giá 30.000đ
70,11035905,relevancy,1,,100642,False,"Toàn Quốc [E-Voucher] Buffet thịt nướng, hải sản, lẩu Hàn - Nhật - Menu 307k tại Hệ thống nhà hàng Grill & Cheer"
71,11035905,relevancy,1,,100642,False,"HCM [E-Voucher] Buffet 279k lẩu sệt rắc phô mai hải sản, bò Mỹ, dimsum và 4 vị sốt tại Rakuen Hotpot"
72,11035905,relevancy,1,,100642,False,HCM [E-Voucher] Buffet lẩu Đài Loan hơn 80 món chạy chuyền trên thố trưa T2-T6 tại nhà hàng Yuhua
73,11035905,relevancy,1,,100642,False,bột ngũ sắc bánh trôi
74,11035905,relevancy,1,,100642,False,Hà Nội [Voucher] Phiếu quà tặng Cuốn N Roll 500k
75,11035905,relevancy,1,,100642,False,Miền Nam [E-Voucher] Trà sữa Pozaa Tea trị giá 50.000đ
76,11035905,relevancy,1,,100642,False,"Hồ Chí Minh, Hà Nội [Evoucher] Phiếu quà tặng cửa hàng Cộng Cà Phê trị giá 100.000 VNĐ"
77,11035905,relevancy,1,,100642,False,Miền Nam [Evoucher] Phiếu quà tặng Buffet dành cho 3 nguời trị giá 426.000 VNĐ tại nhà hàng Spicy Box
78,11035905,relevancy,1,,100642,False,HCM [E-Voucher] Trà sữa Pozaa Tea trị giá 50.000đ
79,11035905,relevancy,1,,100642,False,HN [E-Voucher] Combo 05 ly Trà sữa Pozaa Tea bất kì size M (chưa bao gồm topping)
80,11035905,relevancy,1,,100642,False,HCM [E-Voucher] Trà sữa Pozaa Tea trị giá 30.000đ
81,11035905,relevancy,1,,100642,False,"HN,HCM[Evoucher] Phiếu quà tặng sử dụng tại chuỗi nhà hàng SAN FU LOU trị giá 500.000 VND"
82,11035905,relevancy,1,,100642,False,Hà Nội [E-Voucher] Buffet Premium nướng thượng hạng nhà hàng Jeonbok ẩm thực Hàn Quốc số 1 tại Hà Nội - Áp dụng buổi tối
83,11035905,relevancy,1,,100642,False,Miền Trung [E-Voucher] Combo 03 ly Trà sữa Pozaa Tea bất kì size M (chưa bao gồm topping)
84,11035905,relevancy,1,,100642,False,Bánh Tráng Cuộn Phô Mai
85,11035905,relevancy,1,,100642,False,Hồ Chí Minh [Evoucher] Phiếu quà tặng sử dụng tại chuỗi nhà hàng DÌ MAI trị giá 100.000 VND
86,11035905,relevancy,1,,100642,False,Hồ Chí Minh [Evoucher] Phiếu quà tặng trị giá 200.000 VNĐ áp dụng nhà hàng Gà Nướng Ò Ó O
87,11035905,relevancy,1,,100642,False,Bánh Tráng Khô Bò
88,11035905,relevancy,1,,100642,False,Miền Bắc [Evoucher] Phiếu quà tặng sử dụng món Cơm Trứng Omelet tại cửa hàng Food Story trị giá 100.000 VNĐ
89,11035905,relevancy,1,,100642,False,Bánh tráng me ABi
90,11035905,relevancy,1,,100642,False,Miền Bắc [Evoucher] Phiếu quà tặng sử dụng món Pizza Margeritta tại cửa hàng Food Story trị giá 150.000 VNĐ
91,11035905,relevancy,1,,100642,False,Bánh Tráng Hành Phi
92,11035905,relevancy,1,,100642,False,Miền Nam [Evoucher] Phiếu quà tặng dùng món Gà chiên sốt ngũ vị nửa con tại CHICKEN PLUS
93,11035905,relevancy,1,,100642,False,"Hà Nội, Hồ Chí Minh [Evoucher] Phiếu mua hàng Angel-In-Us - AIS Caramel (Cà Phê đá xay vị Caramel)"
94,11035905,relevancy,1,,100642,False,Hồ Chí Minh [Evoucher] Phiếu quà tặng sử dụng tại nhà hàng SORAE SUSHI trị giá 1.000.000 VND
95,11035905,relevancy,1,,100642,False,Bánh Tráng Muối Nhuyễn Siêu Cay
96,11035905,relevancy,1,,100642,False,Bánh tráng muối tỏi
97,11035905,relevancy,1,,100642,False,Miền Nam [Evoucher] Phiếu quà tặng thanh toán đơn hàng tại Nhà hàng Spicy Box 1.000.000 VNĐ
98,11035905,relevancy,1,,100642,False,Bánh Tráng Khô Gà
99,11035905,relevancy,1,,100642,False,Miền Bắc [Evoucher] Phiếu quà tặng sử dụng món Bún Chả tại cửa hàng Food Story trị giá 100.000 VNĐ
0,11035899,relevancy,1,,100642,False,Toàn quốc [E-voucher] - Phim thuê Lật Mặt: 48H trên ứng dụng Galaxy Play
1,11035899,relevancy,1,,100642,False,Toàn quốc [E-voucher] - Phim thuê Bố Già trên ứng dụng Galaxy Play
2,11035899,relevancy,1,,100642,False,Toàn quốc [E-voucher] - Phim thuê Tiệc Trăng Máu trên ứng dụng Galaxy Play
3,11035899,relevancy,1,,100642,False,Hà Nội [E-Voucher] Vé Sân Trượt Băng Vincom Hà Nội - Áp Dụng Thứ 2 - Thứ 6
4,11035899,relevancy,1,,100642,False,HCM [E-Voucher] -  Vé tham quan và vui chơi chụp hình tại Bảo Tàng Tranh 3D Artinus
5,11035899,relevancy,1,,100642,False,Toàn Quốc [E-Voucher] 01 Vé xem phim 2D CGV cho 1 người tại Hệ thống CGV toàn quốc - Áp dụng tất cả các ngày kể cả Lễ
6,11035899,relevancy,1,,100642,False,HCM [E-Voucher] 2 vé Chụp hình tại bảo tàng tranh 3D Artinus
7,11035899,relevancy,1,,100642,False,HCM [E-Voucher] - 4 Vé điện tử vui Chơi Chụp Hình Tại Bảo Tàng Tranh 3D Artinus
8,11035899,relevancy,1,,100642,False,HCM [E-Voucher] 01 Vé xem kịch tại Sân khấu nhỏ 5B Võ Văn Tần - Áp dụng tất cả các ngày kể cả Lễ và Tết
9,11035899,relevancy,1,,100642,False,(Quà Tặng Không Bán) Voucher Vé Xem Phim CGV - 200100114
10,11035899,relevancy,1,,100642,False,HCM [E- Voucher] 6 vé Chụp Hình Tại Bảo Tàng Tranh 3D Artinus Duy Nhất Tại VN
11,11035899,relevancy,1,,100642,False,Toàn quốc - [E-voucher] Vé xem phim Lotte Cinema - Movie Gift Weekday
12,11035899,relevancy,1,,100642,False,HCM [Voucher] 01 Vé giấy vào Snow Town khu vui chơi thành phố tuyết lớn nhất Sài Gòn
13,11035899,relevancy,1,,100642,False,Hà Nội [E-Voucher] Vé Sân Trượt Băng Vincom Hà Nội - Áp Dụng Cuối Tuần
14,11035899,relevancy,1,,100642,False,Toàn quốc - [E-voucher] Vé xem phim Lotte Cinema - Movie Gift Fullweek
15,11035899,relevancy,1,,100642,False,In ảnh theo yêu cầu
16,11035899,relevancy,1,,100642,False,HCM [E-Voucher] 03 Vé xem kịch tại Sân khấu nhỏ 5B Võ Văn Tần - Áp dụng tất cả các ngày kể cả Lễ và Tết
17,11035899,relevancy,1,,100642,False,Hà Nội [E-Voucher] Vé Sân Trượt Băng Vincom Hà Nội - Áp Dụng Cuối Tuần
18,11035899,relevancy,1,,100642,False,"[Toàn Quốc] - Evoucher TINIWORLD - Vé điện tử vào cổng tiNiWorld toàn quốc áp dụng bao gồm lễ, Tết, cuối tuần TW120"
19,11035899,relevancy,1,,100642,False,[Toàn Quốc] - Evoucher TINIWORLD - Vé điện tử vào cổng tiNiWorld toàn quốc các ngày từ thứ 2 đến thứ 6 TW100
20,11035899,relevancy,1,,100642,False,[Toàn Quốc] - Evoucher TINIWORLD - Vé điện tử vào cổng tiNiWorld tại Coopmart toàn quốc các ngày từ thứ 2 đến thứ 6 TW40
21,11035899,relevancy,1,,100642,False,"[Toàn Quốc] - Evoucher TINIWORLD - Vé điện tử vào cổng tiNiWorld Coopmart toàn quốc bao gồm lễ, Tết, cuối tuần TW60"
22,11035899,relevancy,1,,100642,False,[Ứng dụng iQiyi] E-Voucher Gói Đăng Ký 1 Tháng
23,11035899,relevancy,1,,100642,False,"HCM [E-Voucher] Vé vào cửa và giày trượt, 1 đôi vớ trẻ dưới 140cm Sân băng Vincom Ice Rink Landmark 81 - Thứ 2- T6 (TK)"
24,11035899,relevancy,1,,100642,False,Toàn quốc [E-voucher] - Phim thuê Thỏ Peter trên ứng dụng Galaxy Play
25,11035899,relevancy,1,,100642,False,HỒ CHÍ MINH [E-VOUCHER] MÃ GIẢM 50% VỆ SINH VÀ BẢO DƯỠNG TẤT CẢ CÁC LOẠI MÁY TÍNH LAPTOP
26,11035899,relevancy,1,,100642,False,Toàn Quốc [E-Voucher] Vé Sân Trượt Băng Vincom Hà Nội và TP. HCM - Áp Dụng Thứ 2 - Thứ 6
27,11035899,relevancy,1,,100642,False,Toàn quốc [E-voucher] - Phim thuê Truy Lùng Quái Yêu 2 trên ứng dụng Galaxy Play
28,11035899,relevancy,1,,100642,False,Đà Nẵng [Voucher] Vé Bà Nà Hills Cáp Treo 2 chiều + Check in Cầu Vàng + Tham Quan Vui Chơi không giới hạn
29,11035899,relevancy,1,,100642,False,HCM [E-Voucher] Vé vào cửa trẻ em cao dưới 140cm tại Sân băng Vincom Ice Rink Landmark 81 - Áp dụng thứ 2 - thứ 6
30,11035899,relevancy,1,,100642,False,HCM [E-Voucher] Vòng quanh khám phá TP HCM – 10 điều thú vị cùng Hop on- Hop off - Vé người lớn từ 12 tuổi trở lên DT
31,11035899,relevancy,1,,100642,False,"HCM [E-Voucher] Vé vào cửa người lớn, giày trượt, 1 đôi vớ Sân băng Vincom Ice Rink Landmark 81 - Thứ 7, Chủ Nhật (TK)"
32,11035899,relevancy,1,,100642,False,Toàn quốc [E-voucher] - Phim thuê Hotel Transylvania: Khách Sạn Huyền Bí trên ứng dụng Galaxy Play
33,11035899,relevancy,1,,100642,False,HCM [E-Voucher] - 03 Vé điện tử vui Chơi Chụp Hình Tại Bảo Tàng Tranh 3D Artinus
34,11035899,relevancy,1,,100642,False,HCM [E-Voucher] 02 Vé xem kịch tại Sân khấu nhỏ 5B Võ Văn Tần - Áp dụng tất cả các ngày kể cả Lễ và Tết
35,11035899,relevancy,1,,100642,False,Hà Nội [E-Voucher] Vé Sân Trượt Băng Vincom Hà Nội - Áp Dụng Thứ 2 - Thứ 6
36,11035899,relevancy,1,,100642,False,"HCM [E-Voucher] 01 Vé điện tử Vào Khu Vui Chơi Thành Phố Tuyết Snow Town Sài Gòn, áp dụng tất cả các ngày trong tuần"
37,11035899,relevancy,1,,100642,False,Toàn Quốc [E-Voucher] Trò chơi trải nghiệm không gian hơn cả điện ảnh với We Escape - DT
38,11035899,relevancy,1,,100642,False,"HCM [E-Voucher] Vé vào cửa trẻ em, người lớn từ 140cm tại Sân băng Vincom Ice Rink Landmark 81 - Áp dụng thứ 7, chủ nhật"
39,11035899,relevancy,1,,100642,False,HCM [Voucher] 2 Vé giấy vào Snow Town khu vui chơi thành phố tuyết lớn nhất Sài Gòn
40,11035899,relevancy,1,,100642,False,Đà Nẵng [Voucher] Vé công viên Suối khoáng nóng Núi Thần Tài tặng kèm dịch vụ tắm Onsen Nhật Bản
41,11035899,relevancy,1,,100642,False,"HCM [E-Voucher] Vé vào cửa người lớn + Giày trượt, 1 đôi vớ Sân băng Vincom Ice Rink Landmark 81 - T2 đến T6 (TK)"
